Index,Num_c,SMILES,mol_weight,xlogp,num_rotatable_bonds,bertz_ct,HOMO,LUMO,gap,predicted_gap
1,4,C[N+](C)(C)C,74.15,0.3,4,15.51,-14.484,-4.388,10.096,10.519669532775879
2,5,CC[N+](C)(C)C,88.17,0.6,5,29.79,-13.127,-4.076,9.051,9.2879638671875
3,6,CCC[N+](C)(C)C,102.2,1.2,6,38.49,-12.057,-3.997,8.06,8.293606758117676
4,6,CC[N+](C)(C)CC,102.2,1.0,6,38.0,-12.792,-3.77,9.022,9.174224853515625
5,7,CC(C)C[N+](C)(C)C,116.23,1.6,7,54.93,-11.44,-3.464,7.976,7.904549598693848
6,7,CCCC[N+](C)(C)C,116.23,1.5,7,47.55,-11.361,-3.935,7.426,7.392295837402344
7,7,CCC[N+](C)(C)CC,116.23,1.5,7,53.06,-11.959,-3.698,8.261,8.429017066955566
8,7,CC[N+](C)(CC)CC,116.23,1.4,7,42.79,-12.573,-3.458,9.115,9.196672439575195
9,8,CC(C)(C)C[N+](C)(C)C,130.25,2.0,4,65.19,-11.167,-3.493,7.674,7.945928573608398
10,8,CC(C)CC[N+](C)(C)C,130.25,2.0,8,64.6,-10.732,-3.419,7.313,7.186063766479492
11,8,CCC(C)C[N+](C)(C)C,130.25,2.0,8,66.6,-10.987,-3.52,7.467,7.62321662902832
12,8,CCCCC[N+](C)(C)C,130.25,2.1,8,56.93,-10.629,-3.918,6.711,6.933472633361816
13,8,CCCC[N+](C)(C)CC,130.25,1.9,8,62.44,-11.211,-3.644,7.567,7.662405967712402
14,8,CCC[N+](C)(C)CCC,130.25,2.1,8,54.44,-11.848,-3.621,8.227,8.16785717010498
15,8,CCC[N+](C)(CC)CC,130.25,1.9,8,60.44,-11.858,-3.388,8.47,8.516397476196289
16,8,CC[N+](C)(C)CC(C)C,130.25,2.0,8,70.11,-11.351,-3.211,8.14,7.942374229431152
17,8,CC[N+](CC)(CC)CC,130.25,1.7,8,42.93,-12.277,-3.317,8.96,9.109603881835938
18,9,CC(C)CCC[N+](C)(C)C,144.28,2.3,9,74.53,-10.471,-3.444,7.027,7.08297061920166
19,9,CCC(C)(C)C[N+](C)(C)C,144.28,2.4,9,93.1,-10.717,-3.395,7.322,7.493853569030762
20,9,CCC(C)CC[N+](C)(C)C,144.28,2.5,9,76.53,-10.33,-3.382,6.948,7.041475296020508
21,9,CCC(C)C[N+](C)(C)CC,144.28,2.3,9,82.04,-11.271,-3.555,7.716,7.602243423461914
22,9,CCCC(C)C[N+](C)(C)C,144.28,2.5,9,76.53,-10.399,-3.429,6.97,7.270390033721924
23,9,CCCCCC[N+](C)(C)C,144.28,2.6,9,66.6,-10.338,-3.886,6.452,6.7232770919799805
24,9,CCCCC[N+](C)(C)CC,144.28,2.4,9,72.11,-10.672,-3.618,7.054,7.140013694763184
25,9,CCCC[N+](C)(C)CCC,144.28,2.4,9,72.11,-11.361,-3.59,7.771,7.869072914123535
26,9,CCCC[N+](C)(CC)CC,144.28,2.3,9,70.11,-11.381,-3.456,7.925,7.934919357299805
27,9,CCC[N+](C)(C)CC(C)C,144.28,2.5,9,80.04,-11.25,-3.139,8.111,7.949268341064453
28,9,CCC[N+](C)(CC)CCC,144.28,2.4,9,68.11,-11.77,-3.483,8.287,8.528773307800293
29,9,CCC[N+](CC)(CC)CC,144.28,2.3,9,61.84,-11.441,-3.007,8.434,8.519375801086426
30,9,CC[N+](C)(C)CC(C)(C)C,144.28,2.4,5,93.1,-11.076,-3.25,7.826,7.923079490661621
31,9,CC[N+](C)(C)CCC(C)C,144.28,2.3,9,80.04,-10.822,-3.153,7.669,7.727502822875977
32,9,CC[N+](C)(CC)CC(C)C,144.28,2.3,9,78.04,-11.27,-2.931,8.339,8.25033950805664
33,10,CC(C)C(C)(C)C[N+](C)(C)C,158.31,2.8,10,112.49,-10.451,-3.395,7.056,7.421872615814209
34,10,CC(C)CCCC[N+](C)(C)C,158.31,2.9,10,84.7,-9.727,-3.411,6.316,6.412160873413086
35,10,CC(C)C[N+](C)(C)CC(C)C,158.31,2.9,10,86.61,-11.176,-3.125,8.051,7.947547912597656
36,10,CCC(C)CCC[N+](C)(C)C,158.31,2.9,10,86.7,-10.075,-3.875,6.2,6.391790390014648
37,10,CCC(C)CC[N+](C)(C)CC,158.31,2.9,10,92.21,-10.717,-3.617,7.1,7.2278337478637695
38,10,CCCC(C)(C)C[N+](C)(C)C,158.31,2.9,10,103.7,-10.234,-3.414,6.82,7.223651885986328
39,10,CCCC(C)CC[N+](C)(C)C,158.31,3.1,10,86.7,-10.009,-3.398,6.611,6.802855491638184
40,10,CCCC(C)C[N+](C)(C)CC,158.31,2.9,10,92.21,-10.442,-3.121,7.321,7.315197944641113
41,10,CCCCC(C)C[N+](C)(C)C,158.31,3.1,10,86.7,-10.26,-3.395,6.865,7.001175880432129
42,10,CCCCCCC[N+](C)(C)C,158.31,3.7,10,76.53,-9.823,-3.402,6.421,6.730783462524414
43,10,CCCCCC[N+](C)(C)CC,158.31,3.0,10,82.04,-10.08,-3.141,6.939,7.013234615325928
44,10,CCCCC[N+](C)(C)CCC,158.31,3.0,10,82.04,-10.483,-3.108,7.375,7.543784141540527
45,10,CCCCC[N+](C)(CC)CC,158.31,2.8,10,80.04,-10.338,-2.959,7.379,7.584682464599609
46,10,CCCC[N+](C)(C)CC(C)C,158.31,2.9,10,90.21,-10.865,-3.027,7.838,7.752897262573242
47,10,CCCC[N+](C)(C)CCCC,158.31,2.8,10,72.04,-10.855,-3.07,7.785,7.856402397155762
48,10,CCCC[N+](C)(CC)CCC,158.31,2.8,10,86.04,-10.914,-2.835,8.079,7.982156753540039
49,10,CCCC[N+](CC)(CC)CC,158.31,2.6,10,71.77,-11.188,-3.093,8.095,8.195533752441406
50,10,CCC[N+](C)(C)CC(C)(C)C,158.31,2.9,6,103.7,-11.022,-3.103,7.919,7.922364234924316
51,10,CCC[N+](C)(C)CC(C)CC,158.31,2.9,10,92.21,-10.747,-3.152,7.595,7.6463117599487305
52,10,CCC[N+](C)(C)CCC(C)C,158.31,2.9,10,90.21,-10.654,-3.064,7.59,7.753945350646973
53,10,CCC[N+](C)(CC)CC(C)C,158.31,2.9,10,94.21,-11.252,-2.811,8.441,8.240839958190918
54,10,CCC[N+](C)(CCC)CCC,158.31,3.0,10,67.02,-11.366,-2.812,8.554,8.038127899169922
55,10,CCC[N+](CC)(CC)CCC,158.31,2.8,10,72.04,-11.307,-2.773,8.534,8.67821979522705
56,10,CC[N+](C)(C)CCCC(C)C,158.31,2.7,10,90.21,-10.403,-3.192,7.211,7.203693389892578
57,10,CC[N+](C)(CC)CCC(C)C,158.31,2.7,10,88.21,-10.63,-3.023,7.607,7.670773506164551
58,10,CC[N+](CC)(CC)CC(C)C,158.31,2.7,10,79.95,-11.148,-2.742,8.406,8.286263465881348
59,11,CC(C)CCCCC[N+](C)(C)C,172.34,3.4,11,95.1,-9.476,-3.435,6.041,6.610757350921631
60,11,CC(C)CC[N+](C)(C)CC(C)C,172.34,3.3,11,109.21,-10.562,-3.0,7.562,7.663702011108398
61,11,CCC(C)C(C)(C)C[N+](C)(C)C,172.34,3.3,11,125.46,-10.29,-3.375,6.915,7.134958267211914
62,11,CCC(C)CC[N+](C)(CC)CC,172.34,3.2,11,100.61,-10.252,-2.825,7.427,7.430865287780762
63,11,CCC(C)C[N+](C)(C)CC(C)C,172.34,3.3,11,111.21,-10.727,-3.136,7.591,7.704195976257324
64,11,CCC(C)C[N+](CC)(CC)CC,172.34,3.1,11,92.34,-10.752,-2.679,8.073,7.793269157409668
65,11,CCCC(C)(C)C[N+](C)(C)CC,172.34,3.3,11,120.0,-10.353,-3.101,7.252,7.351120948791504
66,11,CCCC(C)CCC[N+](C)(C)C,172.34,3.4,11,97.1,-9.602,-3.394,6.208,6.353742599487305
67,11,CCCCC(C)(C)C[N+](C)(C)C,172.34,3.4,11,114.49,-9.945,-3.382,6.563,6.784271240234375
68,11,CCCCC(C)CC[N+](C)(C)C,172.34,3.6,11,97.1,-9.709,-3.351,6.358,6.659165382385254
69,11,CCCCCC(C)C[N+](C)(C)C,172.34,3.6,11,97.1,-9.546,-3.359,6.187,6.451571464538574
70,11,CCCCCCCC[N+](C)(C)C,172.34,4.2,11,86.7,-9.388,-3.379,6.009,6.295367240905762
71,11,CCCCCCC[N+](C)(C)CC,172.34,3.5,11,92.21,-9.547,-3.152,6.395,6.6793212890625
72,11,CCCCCC[N+](C)(C)CCC,172.34,3.5,11,92.21,-10.016,-3.049,6.967,7.095936298370361
73,11,CCCCCC[N+](C)(CC)CC,172.34,3.3,11,90.21,-10.544,-3.278,7.266,7.3851518630981445
74,11,CCCCC[N+](C)(C)CCCC,172.34,3.3,11,92.21,-10.315,-3.054,7.261,7.41893196105957
75,11,CCCCC[N+](C)(CC)CCC,172.34,3.3,11,96.21,-10.289,-2.914,7.375,7.571244239807129
76,11,CCCCC[N+](CC)(CC)CC,172.34,3.2,11,81.95,-10.265,-2.744,7.521,7.724033355712891
77,11,CCCC[N+](C)(C)CC(C)(C)C,172.34,3.3,7,114.49,-10.761,-3.112,7.649,7.855145454406738
78,11,CCCC[N+](C)(C)CC(C)CC,172.34,3.2,11,102.61,-10.797,-3.12,7.677,7.7259321212768555
79,11,CCCC[N+](C)(C)CCC(C)C,172.34,3.2,11,100.61,-10.601,-3.052,7.549,7.564554214477539
80,11,CCCC[N+](C)(CC)CCCC,172.34,3.1,11,86.21,-10.787,-2.757,8.03,7.725198745727539
81,11,CCCC[N+](C)(CCC)CCC,172.34,3.3,11,88.21,-10.771,-2.938,7.833,7.866097450256348
82,11,CCCC[N+](CC)(CC)CCC,172.34,3.2,11,90.21,-10.774,-2.742,8.032,8.240260124206543
83,11,CCC[N+](C)(C)CCC(C)CC,172.34,3.4,11,102.61,-10.264,-3.078,7.186,7.271022319793701
84,11,CCC[N+](C)(C)CCCC(C)C,172.34,3.2,11,100.61,-10.169,-3.005,7.164,7.222970962524414
85,11,CCC[N+](C)(CC)CC(C)CC,172.34,3.2,11,106.61,-10.732,-2.931,7.801,7.819916725158691
86,11,CCC[N+](C)(CC)CCC(C)C,172.34,3.2,11,104.61,-10.592,-2.951,7.641,7.69182014465332
87,11,CCC[N+](CC)(CCC)CCC,172.34,3.3,11,77.19,-10.573,-2.849,7.724,8.217538833618164
88,11,CC[N+](C)(CC(C)C)CC(C)C,172.34,3.3,11,101.21,-11.078,-2.875,8.203,7.933150291442871
89,11,CC[N+](C)(CC)CCCC(C)C,172.34,3.1,11,98.61,-10.132,-3.015,7.117,7.039995193481445
90,11,CC[N+](CC)(CC)CC(C)(C)C,172.34,3.1,7,104.23,-10.924,-2.783,8.141,7.9846906661987305
91,11,CC[N+](CC)(CC)CCC(C)C,172.34,3.1,11,90.34,-10.589,-2.895,7.694,7.763833999633789
92,12,CC(C)(C)C[N+](C)(C)CC(C)(C)C,186.36,3.7,4,131.86,-10.868,-3.196,7.672,7.810349464416504
93,12,CC(C)CCC[N+](C)(C)CC(C)C,186.36,3.7,12,120.0,-10.207,-3.047,7.16,7.202629089355469
94,12,CC(C)CC[N+](C)(C)CCC(C)C,186.36,3.7,12,106.0,-10.551,-2.971,7.58,7.620075225830078
95,12,CCC(C)(C)C[N+](CC)(CC)CC,186.36,3.5,12,120.71,-10.491,-2.758,7.733,7.728676795959473
96,12,CCC(C)CC[N+](CC)(CC)CC,186.36,3.6,12,102.94,-10.194,-2.701,7.493,7.559511184692383
97,12,CCC(C)C[N+](C)(C)CC(C)(C)C,186.36,3.7,8,136.61,-10.674,-3.196,7.478,7.810868263244629
98,12,CCC(C)C[N+](C)(C)CC(C)CC,186.36,3.7,12,110.0,-10.687,-3.033,7.654,7.422377109527588
99,12,CCCCC(C)CC[N+](C)(C)CC,186.36,4.0,12,113.21,-9.532,-3.083,6.449,6.631757736206055
100,12,CCCCCCCCC[N+](C)(C)C,186.36,5.0,12,97.1,-9.096,-3.375,5.721,6.3518476486206055
101,12,CCCCCCCC[N+](C)(C)CC,186.36,4.1,12,102.61,-9.542,-3.593,5.949,6.475008964538574
102,12,CCCCCCC[N+](C)(C)CCC,186.36,4.0,12,102.61,-9.5,-3.067,6.433,6.656227111816406
103,12,CCCCCCC[N+](C)(CC)CC,186.36,3.9,12,100.61,-9.519,-2.829,6.69,6.680056095123291
104,12,CCCCCC[N+](C)(C)CC(C)C,186.36,3.9,12,111.21,-9.915,-3.047,6.868,7.075743198394775
105,12,CCCCCC[N+](C)(C)CCCC,186.36,3.9,12,102.61,-9.839,-3.019,6.82,7.1839776039123535
106,12,CCCCCC[N+](C)(CC)CCC,186.36,3.9,12,106.61,-9.825,-2.948,6.877,7.190332412719727
107,12,CCCCCC[N+](CC)(CC)CC,186.36,3.7,12,92.34,-9.806,-2.768,7.038,7.130173683166504
108,12,CCCCC[N+](C)(C)CCC(C)C,186.36,3.8,12,111.21,-10.32,-3.012,7.308,7.542998313903809
109,12,CCCCC[N+](C)(C)CCCCC,186.36,3.9,12,90.61,-10.337,-2.979,7.358,7.406856536865234
110,12,CCCCC[N+](C)(CC)CCCC,186.36,3.7,12,106.61,-10.202,-2.744,7.458,7.491944789886475
111,12,CCCCC[N+](C)(CCC)CCC,186.36,3.9,12,98.61,-10.199,-2.722,7.477,7.571205139160156
112,12,CCCCC[N+](CC)(CC)CCC,186.36,3.7,12,100.61,-10.322,-2.706,7.616,7.658571243286133
113,12,CCCC[N+](C)(C)CCCC(C)C,186.36,3.6,12,111.21,-10.145,-3.01,7.135,7.215297698974609
114,12,CCCC[N+](C)(CCC)CC(C)C,186.36,3.8,12,115.21,-10.69,-2.665,8.025,7.9120025634765625
115,12,CCCC[N+](C)(CCC)CCCC,186.36,3.7,12,96.61,-10.708,-2.856,7.852,7.931710243225098
116,12,CCCC[N+](CC)(CC)CCCC,186.36,3.5,12,90.61,-10.666,-2.667,7.999,8.335099220275879
117,12,CCCC[N+](CC)(CCC)CCC,186.36,3.7,12,98.61,-10.709,-2.484,8.225,7.890231132507324
118,12,CCC[N+](C)(C)CCCCC(C)C,186.36,3.8,12,111.21,-9.795,-3.068,6.727,6.889604568481445
119,12,CCC[N+](C)(CCC)CC(C)CC,186.36,3.8,12,109.21,-10.682,-2.841,7.841,7.732468605041504
120,12,CCC[N+](CC)(CC)CCC(C)C,186.36,3.6,12,109.21,-10.495,-2.676,7.819,7.9301557540893555
121,12,CCC[N+](CC)(CCC)CC(C)C,186.36,3.8,12,107.21,-11.01,-2.646,8.364,8.207622528076172
122,12,CCC[N+](CCC)(CCC)CCC,186.36,3.9,12,75.1,-11.456,-3.073,8.383,8.264988899230957
123,12,CC[N+](CC)(CC(C)C)CC(C)C,186.36,3.7,12,106.0,-11.01,-2.666,8.344,8.296517372131348
124,12,CC[N+](CC)(CC)CCCC(C)C,186.36,3.4,12,100.94,-10.104,-2.896,7.208,7.581975936889648
125,13,CC(C)CCC[N+](C)(C)CCC(C)C,200.39,4.0,13,130.97,-10.037,-2.993,7.044,7.217503547668457
126,13,CC(C)C[N+](C)(CC(C)C)CC(C)C,200.39,4.3,13,115.59,-10.809,-2.932,7.877,7.997749328613281
127,13,CCCCC(C)C[N+](C)(CC)CCC,200.39,4.3,13,128.0,-9.82,-2.804,7.016,7.195300102233887
128,13,CCCCC(C)C[N+](CC)(CC)CC,200.39,4.2,13,113.74,-9.84,-2.815,7.025,7.22731876373291
129,13,CCCCCCCCCC[N+](C)(C)C,200.39,5.3,13,107.7,-9.003,-3.381,5.622,6.284852981567383
130,13,CCCCCCCCC[N+](C)(C)CC,200.39,4.6,13,113.21,-9.206,-3.101,6.105,6.422307968139648
131,13,CCCCCCCC[N+](C)(C)CCC,200.39,4.6,13,113.21,-9.415,-3.032,6.383,6.71549654006958
132,13,CCCCCCCC[N+](C)(CC)CC,200.39,4.4,13,111.21,-9.278,-2.82,6.458,6.621512413024902
133,13,CCCCCCC[N+](C)(C)CCCC,200.39,4.4,13,113.21,-9.616,-3.12,6.496,6.948190689086914
134,13,CCCCCCC[N+](CC)(CC)CC,200.39,4.3,13,102.94,-9.511,-2.748,6.763,6.815333843231201
135,13,CCCCCC[N+](C)(C)CCC(C)C,200.39,4.3,13,122.0,-9.919,-3.035,6.884,7.153514385223389
136,13,CCCCCC[N+](C)(C)CCCCC,200.39,4.4,13,113.21,-9.908,-3.014,6.894,7.209471702575684
137,13,CCCCCC[N+](C)(CC)CCCC,200.39,4.2,13,117.21,-9.912,-2.899,7.013,7.258056640625
138,13,CCCCCC[N+](C)(CCC)CCC,200.39,4.4,13,109.21,-9.816,-2.789,7.027,7.228167533874512
139,13,CCCCCC[N+](CC)(CC)CCC,200.39,4.2,13,111.21,-9.802,-2.706,7.096,7.287240028381348
140,13,CCCCC[N+](C)(C)CCCC(C)C,200.39,4.1,13,122.0,-10.205,-3.014,7.191,7.179152011871338
141,13,CCCCC[N+](C)(CC)CCCCC,200.39,4.2,13,105.21,-10.286,-2.717,7.569,7.639740943908691
142,13,CCCCC[N+](C)(CCC)CCCC,200.39,4.2,13,117.21,-10.334,-2.691,7.643,7.735770225524902
143,13,CCCCC[N+](CC)(CC)CCCC,200.39,4.1,13,111.21,-10.277,-2.681,7.596,7.4829421043396
144,13,CCCCC[N+](CC)(CCC)CCC,200.39,4.2,13,109.21,-10.248,-2.661,7.587,7.661892890930176
145,13,CCCC[N+](C)(C)CCCCC(C)C,200.39,4.1,13,122.0,-9.67,-3.055,6.615,6.975335121154785
146,13,CCCC[N+](C)(CCC)CC(C)(C)C,200.39,4.2,9,140.61,-10.714,-2.821,7.893,7.930634498596191
147,13,CCCC[N+](C)(CCCC)CCCC,200.39,4.0,13,93.43,-10.638,-2.891,7.747,7.961503028869629
148,13,CCCC[N+](CC)(CCC)CCCC,200.39,4.0,13,107.21,-10.676,-2.607,8.069,8.182615280151367
149,13,CCCC[N+](CCC)(CCC)CCC,200.39,4.2,13,98.19,-10.653,-2.726,7.927,8.107865333557129
150,13,CCC[N+](CCC)(CCC)CC(C)C,200.39,4.3,13,106.98,-10.932,-2.777,8.155,8.155830383300781
151,13,CC[N+](C)(CC(C)(C)C)CC(C)(C)C,200.39,4.1,5,147.46,-10.785,-2.831,7.954,7.92080020904541
152,13,CC[N+](CC)(CC)CCCCC(C)C,200.39,4.0,13,111.74,-9.716,-2.729,6.987,7.047407150268555
153,14,CC(C)CCC[N+](C)(C)CCCC(C)C,214.42,4.4,14,126.12,,,,7.5550537109375
154,14,CCC(C)CCCC[N+](CC)(CC)CC,214.42,4.5,14,124.71,,,,6.947003364562988
155,14,CCCCC(C)(C)C[N+](C)(C)CCCC,214.42,4.7,14,135.42,,,,7.451199531555176
156,14,CCCCCCCCCCC[N+](C)(C)C,214.42,5.3,14,118.49,,,,6.216461181640625
157,14,CCCCCCCCCC[N+](C)(C)CC,214.42,5.1,14,124.0,,,,6.3747639656066895
158,14,CCCCCCCCC[N+](C)(C)CCC,214.42,5.1,14,124.0,,,,6.4486083984375
159,14,CCCCCCCCC[N+](C)(CC)CC,214.42,5.0,14,122.0,,,,6.352126121520996
160,14,CCCCCCCC[N+](C)(C)CCCC,214.42,4.9,14,124.0,,,,6.797478675842285
161,14,CCCCCCCC[N+](CC)(CC)CC,214.42,4.8,14,113.74,,,,6.903046607971191
162,14,CCCCCCC[N+](C)(C)CCC(C)C,214.42,4.8,14,132.97,,,,7.298833847045898
163,14,CCCCCCC[N+](C)(C)CCCCC,214.42,4.9,14,124.0,,,,7.241273880004883
164,14,CCCCCCC[N+](C)(CC)CCCC,214.42,4.8,14,128.0,,,,7.129958152770996
165,14,CCCCCC[N+](C)(C)CCCC(C)C,214.42,4.7,14,132.97,,,,7.347585678100586
166,14,CCCCCC[N+](C)(C)CCCCCC,214.42,4.9,14,110.0,,,,7.381999969482422
167,14,CCCCCC[N+](C)(CC)CCCCC,214.42,4.8,14,128.0,,,,7.467987060546875
168,14,CCCCCC[N+](C)(CCC)CCCC,214.42,4.8,14,128.0,,,,7.512147903442383
169,14,CCCCCC[N+](CC)(CC)CCCC,214.42,4.6,14,122.0,,,,7.425242900848389
170,14,CCCCCC[N+](CC)(CCC)CCC,214.42,4.8,14,120.0,,,,7.534550666809082
171,14,CCCCC[N+](C)(C)CCCCC(C)C,214.42,4.7,14,132.97,,,,6.948317050933838
